Track name, Artist name, Album, Playlist name, Type, ISRC
Throw Me to the Wolves,Elder Brother,Heavy Head,Something,Playlist track,TCAEF1916324
Caught in the Middle,Paramore,After Laughter,Something,Playlist track,USP6L2000593
Fake Happy,Paramore,After Laughter,Something,Playlist track,TCAEH1986758
Peach,Origami Button,Peach,Something,Playlist track,US5660602202
Nowhere Generation,Rise Against,Nowhere Generation,Something,Playlist track,QMCE71301447
Snickle Fritz,Catbamboo,Catbamboo,Something,Playlist track,TCAAW1158470
Number On The Gate,Turnover,Altogether,Something,Playlist track,TCAAW1158476
Talk It Up,Sammy Rae & The Friends,The Good Life,Something,Playlist track,USHR21280012
Saw It Coming,Sammy Rae & The Friends,Saw It Coming,Something,Playlist track,USVIC0847410
Devastation,Beartooth,Devastation,Something,Playlist track,USHR21880009
Denim Jacket,Sammy Rae & The Friends,Denim Jacket,Something,Playlist track,USP6L2000594
"Honey, This Mirror Isn't Big Enough for the Two of Us",My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Something,Playlist track,CADE71800815
Sunshine Type,Turnover,Good Nature,Something,Playlist track,INS7A1643166
Phantasmata,Cunninlynguists,Oneirology,Something,Playlist track,USSD12000495
Stars Shine Brightest (In The Darkest Of Night) F. Rick Warren,Cunninlynguists,Oneirology,Something,Playlist track,CADE71800814
Indiana,Bayside,Cult White Edition,Something,Playlist track,QMBZ92061367
I And I - Live,Bayside,Live At The Bayside Social Club,Something,Playlist track,USAT22100227
Pigsty,Bayside,Acoustic Volume 2,Something,Playlist track,USAT22100222
The Past Is Dead,Beartooth,The Past Is Dead,Something,Playlist track,USPR36909022
I Don't Matter at All,Pkew Pkew Pkew,Optimal Lifestyles,Something,Playlist track,US22N2014302
Bhauji Ke City Kaise Baji - Bhojpuri Song 2021,Ravi Shankar,Bhauji Ke City Kaise Baji (Bhojpuri Song 2021),Something,Playlist track,US4KC1192806
De Cora <3,Rauw Alejandro,Afrodisíaco,Something,Playlist track,USMRG1244612
Still Hangin' out After All These Years,Pkew Pkew Pkew,Optimal Lifestyles,Something,Playlist track,GBBPW0500161
Rainbow,dodie,Hate Myself,Something,Playlist track,QZGLM2070034
Wait On,Hayley Williams,FLOWERS for VASES / descansos,Something,Playlist track,USWB11801016
My Limb,Hayley Williams,FLOWERS for VASES / descansos,Something,Playlist track,USWB11801012
After Hours,The Velvet Underground,The Velvet Underground (45th Anniversary),Something,Playlist track,USRE11400480
Dying to Believe,The Beths,Dying to Believe,Something,Playlist track,GBMYF1800068
Expire,Screaming Females,Ugly,Something,Playlist track,GBMYF1800062
Transcendental Youth,The Mountain Goats,Transcendental Youth,Something,Playlist track,GBMYF1800060
Flip Ya Lid,Nightmares On Wax,In A Space Outta Sound,Something,Playlist track,GBKPL1948291
Palito Bombón Helado,Aglo,Palito Bombón Helado,Something,Playlist track,GBCEL1100242
Surf,Mac Miller,Circles,Something,Playlist track,US5262023882
Everybody,Mac Miller,Circles,Something,Playlist track,USAT22100223
How It's Going to Be,Gerard Way,Hesitant Alien,Something,Playlist track,USVR90542004
White Girl,Eyedress,Sensitive G,Something,Playlist track,USRWZ1200001
Xenophobic,Eyedress,Sensitive G,Something,Playlist track,GBCEL1300469
Cocaine Sunday,Eyedress,Sensitive G,Something,Playlist track,GBCEL1100244
Mushroom,Inner Wave,Mushroom,Something,Playlist track,GBCEL1100250
Forget It,Blood Orange,Coastal Grooves,Something,Playlist track,UST8K1680758
CALL ME BACK,Chase Atlantic,BEAUTY IN DEATH,Something,Playlist track,GBAHT2100048
Asystole,Hayley Williams,FLOWERS for VASES / descansos,Something,Playlist track,US5262023875
Astro Zombies,My Chemical Romance,Tony Hawk's American Wasteland Soundtrack,Something,Playlist track,US5262023883
"Hurry, Hurry",Air Traffic Controller,NORDO,Something,Playlist track,US5262023770
Uncle ACE,Blood Orange,Cupid Deluxe,Something,Playlist track,US5262023874
I'm Sorry We Lied,Blood Orange,Coastal Grooves,Something,Playlist track,GBCEL1700749
Are You Sure You're Really Busy ?,Blood Orange,Coastal Grooves,Something,Playlist track,USRE11600242
DRUGS,lil aaron,GLOING PAIN$,Something,Playlist track,USRE11600234
DRACULADS,Salem,DRACULADS,Something,Playlist track,uscgj2145649
SLIDE,Chase Atlantic,BEAUTY IN DEATH,Something,Playlist track,TCADC1746781
BEAUTY IN DEATH,Chase Atlantic,BEAUTY IN DEATH,Something,Playlist track,TCADC1746788
OUT THE ROOF,Chase Atlantic,BEAUTY IN DEATH,Something,Playlist track,TCADC1746782
PARANOID,Chase Atlantic,BEAUTY IN DEATH,Something,Playlist track,TCADC1746785
Shirim,Melody's Echo Chamber,Bon Voyage,Something,Playlist track,TCADC1746777
Emily - Rough Mix,My Chemical Romance,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),Something,Playlist track,TCADC1746784
The Five of Us Are Dying - Rough Mix,My Chemical Romance,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),Something,Playlist track,QM87M1502011
La Receta,Los Colores,La Receta,Something,Playlist track,USFMT1003205
El Caso,Los Colores,Clásico,Something,Playlist track,CAN112000693
Luna,Los Colores,Clásico,Something,Playlist track,USC4R2004506
Anti Gris,Los Colores,Clásico,Something,Playlist track,USRW29600011
Nos Vamos los Dos,Los Colores,Clásico,Something,Playlist track,TCAAS1046543
Clásico,Los Colores,Clásico,Something,Playlist track,USEZ61300077
No Llegues Tarde,Los Colores,Clásico,Something,Playlist track,CAN112000190
Buried by the Buzz / Carnival / Another Bag Of Bones,Kevin Devine,Matter Of Time,Something,Playlist track,USY251813342
I Don't Really See You Anymore,Lake Street Dive,Lake Street Dive,Something,Playlist track,CAN112000104
Creo Lo Sientes (feat. C-BASS),Sammy Rae & The Friends,Let's Throw a Party,Something,Playlist track,TCADR1880701
Nowhere Generation - Ghost Note Symphonies,Rise Against,Nowhere Generation (Ghost Note Symphonies),Something,Playlist track,TCADR1880700
La Receta - Los Colores (cover),Los Colores/Inés Adam,,Something,Playlist track,QMRSZ2002722
Everlong,Foo Fighters,Greatest Hits,Something,Playlist track,QMRSZ2002714
Learn to Share,A Great Big Pile of Leaves,Have You Seen My Prefrontal Cortex?,Something,Playlist track,QMCE71300847
Flying Fish,A Great Big Pile of Leaves,You're Always on My Mind,Something,Playlist track,uscgh1684911
Jackie Onassis,Sammy Rae & The Friends,Jackie Onassis,Something,Playlist track,PEBQ91815724
Versace Summer,Jank,Versace Summer,Something,Playlist track,MXUM71602157
Whatever We Feel,Sammy Rae & The Friends,Whatever We Feel,Something,Playlist track,uscgj1658919
Flesh & Bone,Sammy Rae & The Friends,The Good Life,Something,Playlist track,TCACR1690007
Good Life,Sammy Rae & The Friends,The Good Life,Something,Playlist track,TCADZ1852121
Imagination (feat. Tim Henson),Tilian,Factory Reset,Something,Playlist track,TCAEJ1920936
Holy Water,Tilian,Factory Reset,Something,Playlist track,TCABL1336210
Change Irreversible,Turnover,Humblest Pleasures,Something,Playlist track,QM88K1900009
"Estoy Afuera, Sal",Americania,La Fiesta del Rey Drama,Something,Playlist track,US22N2014305
Buenas Noches,Somalunar,Ensueño,Something,Playlist track,US22N1812702
Funcional,Okills,América Supersónica,Something,Playlist track,CAN112000363
El Constructor,Laura Guevara,Laura Guevara,Something,Playlist track,CAN112000694
Japanese Denim,Daniel Caesar,Get You - Single,Something,Playlist track,USP6L1400179
August,4rif,At Last Sight,Something,Playlist track,uscgh1682131
Roses,4rif,At Last Sight,Something,Playlist track,USC4R2004954
So Damn Fast,Lawrence,Homesick,Something,Playlist track,QMEZE1948786
Highroad,Sir Woman,Highroad,Something,Playlist track,GBAHT2100047
Do You Want Me Now,The Beths,Jump Rope Gazers,Something,Playlist track,QZNWP2150013
Warm Blood,The Beths,Warm Blood,Something,Playlist track,GBAHT2100049
Living Room Floor,Sammy Rae & The Friends,Living Room Floor,Something,Playlist track,GBAHT2100050
Let's Throw a Party!,Sammy Rae & The Friends,Let's Throw a Party,Something,Playlist track,GBAHT2100051
The Lines,Beartooth,Disgusting (Deluxe Edition),Something,Playlist track,uscgh1682132
Not Allowed,TV Girl,Who Really Cares,Something,Playlist track,GBCEL1700744
The Numbers,Rise Against,The Numbers,Something,Playlist track,GBCEL1700747
hurts 2 hate somebody (with Chase Atlantic & No Rome),ELIO,hurts 2 hate somebody (with Chase Atlantic & No Rome),Something,Playlist track,GBCEL1700748
"William, It Was Really Something",Salem,Salem II,Something,Playlist track,GBCEL1700744
Pretty,Fox Academy,Pretty,Something,Playlist track,FRZ119900470
Keep The Thorns,Salem,Salem II,Something,Playlist track,FR35T0100002
Sweet Tooth,Salem,Salem II,Something,Playlist track,FRZ019601940
Heaven Help Me,Salem,Salem II,Something,Playlist track,CAQ520776208
(Do The) Act Like You Never Met Me,TV Girl,Who Really Cares,Something,Playlist track,GBMYF1800074
"Breathe in, Breathe Out",Melody's Echo Chamber,"Breathe in, Breathe Out",Something,Playlist track,FRZ110400409
Quand Les Larmes D'un Ange Font Danser La Neige,Melody's Echo Chamber,Bon Voyage,Something,Playlist track,FR35T0100007
"Visions of Someone Special, On a Wall of Reflections",Melody's Echo Chamber,Bon Voyage,Something,Playlist track,USP6L2000595
"Breathe in, Breathe Out",Melody's Echo Chamber,Bon Voyage,Something,Playlist track,ITB002100112
Jardin d'hiver,Keren Ann,La Biographie de Luka Philipsen,Something,Playlist track,ITB001800486
L'ombre et la lumière,Coralie Clement,Salle des pas perdus,Something,Playlist track,USYFZ2154901
L'homme pressé,Noir Désir,En Route Pour La Joie,Something,Playlist track,CAQ520907305
Encore,Marie-Mai,Dangereuse Attraction,Something,Playlist track,CAQ520776209
PTSD,Eyedress,Sensitive G,Something,Playlist track,CAANN1800008
Que n'ai-je ?,Keren Ann,Nolita,Something,Playlist track,FR96X2164078
Samba de mon cœur qui bat,Coralie Clement,Salle des pas perdus,Something,Playlist track,GBAHT1901303
Fed Up,Beartooth,Fed Up,Something,Playlist track,ushm21941430
ZITTI E BUONI,Måneskin,Teatro d'ira - Vol. I,Something,Playlist track,TCACH1584619
Fear for Nobody,Måneskin,Il ballo della vita,Something,Playlist track,GBKPL2081321
Fear of Dying,Poppy,Fear of Dying,Something,Playlist track,USUG11600830
Secrets,Marie-Mai,Version 3.0,Something,Playlist track,USVIC0845502
Mille jours,Marie-Mai,Dangereuse Attraction,Something,Playlist track,GBAHT2100410
Love Again,Meltt,Love Again,Something,Playlist track,CAN112100194
Вода,Три дня дождя,Вода,Something,Playlist track,US3DF2145105
Break My Heart,Dua Lipa,Future Nostalgia,Something,Playlist track,GBKPL2087672
"Honey, No Estás",Bratty,Delusión,Something,Playlist track,USP6L1500116
Tristes Ojos,Ramona,La Segunda Luz del Día,Something,Playlist track,QZFZ42123219
Fantasmas,Ambar Lucid,Garden of Lucid,Something,Playlist track,QM88K1900010
The Stage,Avenged Sevenfold,The Stage,Something,Playlist track,QM24S1926974
"They're Not Horses, They're Unicorns",Bayside,The Walking Wounded (Gold Edition),Something,Playlist track,USP6L2000603
Midnight,Creeper,Midnight,Something,Playlist track,USA2P2034732
Everybody Wants to Rule the World,Sammy Rae & The Friends,Everybody Wants to Rule the World,Something,Playlist track,GBKPL1971773
I want to see the World,Hobo Johnson,I want to see the World,Something,Playlist track,QMCE32100249
Universe,Ambar Lucid,Garden of Lucid,Something,Playlist track,USC4R2004956
Rock Is Dead,Beartooth,Aggressive,Something,Playlist track,USC4R2004959
Stand Up,Couch,COUCH,Something,Playlist track,USC4R2004960
Making Love,Sir Woman,Making Love,Something,Playlist track,USSM12101863
I CHOOSE YOU,Adam Melchor,I CHOOSE YOU,Something,Playlist track,USHR21711118
The Last Riff,Beartooth,Below,Something,Playlist track,QZHN62159718
What Are We Waiting For?,Ally Brooke,What Are We Waiting For?,Something,Playlist track,USJ5G1918502
Questioning My Mind,Ambar Lucid,Garden of Lucid,Something,Playlist track,USME31100596
Get Lost In The Music,Ambar Lucid,Get Lost In The Music,Something,Playlist track,USJ5G2022502
Talking To Ourselves,Rise Against,Nowhere Generation,Something,Playlist track,USYFZ2149506
Sounds Like,Rise Against,Nowhere Generation,Something,Playlist track,GBAHT1901299
Sooner Or later,Rise Against,Nowhere Generation,Something,Playlist track,GBAHT1901305
We Are Between,Modest Mouse,Leave A Light On,Something,Playlist track,GBKPL2087670
Fever Dreams,Circa Survive,Blue Sky Noise (Deluxe - Remastered),Something,Playlist track,GBKPL2083429
Opulence,I Met a Yeti,Opulence,Something,Playlist track,GBAHT2100411
Hard to Kill,Bleached,Don’t You Think You’ve Had Enough?,Something,Playlist track,USUM72018529
Ache With Me,Against Me!,White Crosses,Something,Playlist track,USUG12101245
Be Sweet,Japanese Breakfast,Be Sweet,Something,Playlist track,USSM10403969
Her,Poppy,Her,Something,Playlist track,TCACC1484005
Levitating,Dua Lipa,Future Nostalgia,Something,Playlist track,USUMG0000425
Good In Bed,Dua Lipa,Future Nostalgia,Something,Playlist track,USUM72110139
Shades of Blue,Ambar Lucid,Garden of Lucid,Something,Playlist track,GBKPL1814549
Story To Tell,Ambar Lucid,Garden of Lucid,Something,Playlist track,USI4R0404103
America At Night,Creeper,America At Night,Something,Playlist track,QZDA61998453
Somewhere,Hauskey,Somewhere,Something,Playlist track,USRC11100339
good 4 u,Olivia Rodrigo,SOUR,Something,Playlist track,GBKPL1800594
Whole New World,Midtown,Forget What You Know,Something,Playlist track,USQE91500930
salem,Fox Academy,Luxury Beverage,Something,Playlist track,USQE91500937
The Girl From Ipanema - Single Version,Stan Getz,Getz/Gilberto (Expanded Edition),Something,Playlist track,USEK71320908
Float Away,The Greeting Committee,Float Away,Something,Playlist track,USUM72101226
Strawberries,Caamp,Boys (Side B),Something,Playlist track,USUM72111196
Andalucia,Johannes Linstead,Mediterranea,Something,Playlist track,AUNE32000001
Numb,Men I Trust,Numb,Something,Playlist track,QZK6P2155864
Paradise,John Denver,Rocky Mountain High,Something,Playlist track,QZHN82133847
Autumn Leaves,Caamp,Boys (Side A),Something,Playlist track,USQX92001379
No Sleep,Caamp,By and By,Something,Playlist track,USUM72105936
By and By,Caamp,By and By,Something,Playlist track,GBAHT2100412
Demo Team,Dance Gavin Dance,Acceptance Speech,Something,Playlist track,GBAHT2100414
Go Wrong,Hauskey,Go Wrong,Something,Playlist track,GBAHT2100415
One Minute (with Hope Tala),Hauskey,One Minute,Something,Playlist track,USYFZ2149501
Slow,Hauskey,Slow,Something,Playlist track,QZK6L2198386
Love Deserves An Answer,UNDR WRPS,Love Deserves An Answer,Something,Playlist track,QZK6P2102140
Picture Perfect,Foxera,Picture Perfect,Something,Playlist track,QZK6P2102141
Watching You Walk Away,Stephen Puth,Watching You Walk Away,Something,Playlist track,USSM11904157
Happier Than Ever,Billie Eilish,Happier Than Ever,Something,Playlist track,TCABF1246489
Ghosts Over Calvary,Creeper,American Noir,Something,Playlist track,USTC00944128
One Of Us,Creeper,American Noir,Something,Playlist track,USJV60700003
Damned and Doomed,Creeper,American Noir,Something,Playlist track,GBARL1500505
Flux,Poppy,Flux,Something,Playlist track,QZK6P2102142
Why Socialism by Albert Einstein (edited for length),Hobo Johnson,Hobo Johnson Alienates His Fanbase,Something,Playlist track,QMCE71303189
new low,nightlife,new low,Something,Playlist track,USQE91500932
all i know,nightlife,new low,Something,Playlist track,USRC11100343
"Hurt Me - From ""Songland""",Meghan Trainor,"Hurt Me (From ""Songland"")",Something,Playlist track,USJAY0300086
Out of My Mind,Nightmare Of You,Out of My Mind,Something,Playlist track,USUM71407030
"Good Morning, Waster",Nightmare Of You,Infomaniac,Something,Playlist track,USTC00947005
You're Very Dear To Me,Nightmare Of You,Bang,Something,Playlist track,TCADT1887356
Gorgeous,Izzy Bizu,A Moment of Madness (Deluxe),Something,Playlist track,USUYG1187253
lonely,nightlife,new low,Something,Playlist track,USUYG1187254
Chrysanthemum,One Step Closer,Chrysanthemum,Something,Playlist track,USUYG1187255
Wolf Song,Caamp,By and By,Something,Playlist track,USUYG1187252
Goodbye Again,John Denver,Rocky Mountain High,Something,Playlist track,USP6L1400180
Sunday Morning,Maroon 5,Songs About Jane: 10th Anniversary Edition,Something,Playlist track,USP6L2000600
"1,000 Years",The Gaslight Anthem,Get Hurt (Deluxe),Something,Playlist track,TCADR1880698
Someday But Not Today,Nightmare Of You,Infomaniac,Something,Playlist track,USSTT2100196
Seven,Men I Trust,Seven,Something,Playlist track,USYFZ2149503
Conversations,Watsky,Lovely Thing Suite Live,Something,Playlist track,USHR22110101
Knots,Watsky,Lovely Thing Suite Live,Something,Playlist track,AUUM72100223
Roses,Watsky,Lovely Thing Suite Live,Something,Playlist track,USAT22105303
Theories,Watsky,Lovely Thing Suite Live,Something,Playlist track,GBAYE0501671
Beaten in Lips,Beartooth,Disgusting,Something,Playlist track,DED832100581
Hell Of It,Beartooth,Below,Something,Playlist track,USAT21804357
The Feeling,Sammy Rae & The Friends,The Good Life,Something,Playlist track,FRZ059300980
Crash Nebula... On Ice!,The Seafloor Cinema,Crash Nebula... On Ice!,Something,Playlist track,USUM71010809
So Mean,Poppy,So Mean,Something,Playlist track,QMRSZ1900480
What You Make It,With Confidence,What You Make It,Something,Playlist track,GBUM71703658
B_Heaven (Acoustic),,,Something,Playlist track,NLA322100167
La Receta - Los Colores (cover),,,Something,Playlist track,QZMEM2188505
Los Colores - Antigris,,,Something,Playlist track,JPG101300513
Los Colores - Clasico,,,Something,Playlist track,US5262023879
Los Colores - El Caso,,,Something,Playlist track,QM4TX2124465
Y si no fuera- Chico Trujillo (cover),,,Something,Playlist track,USRE10400983
Los Colores - No Llegues Tarde,,,Something,Playlist track,USRE10400993
Los Colores - Nos vamos los dos,,,Something,Playlist track,
"Tilian - A Faint Illusion, Acoustic (Tides Of Man)",,,Something,Playlist track,
"Tilian - A Faint Illusion, Acoustic (Tides Of Man)",,,Something,Playlist track,
Antigris - Los Colores,Los Colores,Clasico,Something,Playlist track,
Clasico - Los Colors,Los Colores,Clasico,Something,Playlist track,
"Dance Gavin Dance (w Tilian, Jonny Craig & Kurt Travis) - Uneasy Hearts Weigh the Most LIVE!",,,Something,Playlist track,
Death Of A Strawberry (Acoustic) -Dance Gavin Dance,Dance Gavin Dance,,Something,Playlist track,
El Caso - Los Colores,Los Colores,Clasico,Something,Playlist track,
La Receta - Los Colores (cover),Los Colores; Inés Adam,,Something,Playlist track,
Y si no Fuera,Chico Trujillo; Ines Adam,,Something,Playlist track,
Cardboard Box,Eves Karydas,Cardboard Box,Something,Playlist track,
Lover Boy,The Front Bottoms,Lover Boy,Something,Playlist track,
Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,Something,Playlist track,
Black Hole,We Came As Romans,Black Hole,Something,Playlist track,
If We Have Each Other,Alec Benjamin,Narrated For You,Something,Playlist track,
Juste quelqu'un de bien,Enzo Enzo,Deux,Something,Playlist track,
Count Your Blessings,"Nas & Damian ""Jr. Gong"" Marley",Distant Relatives,Something,Playlist track,
Do It Again,Secret Band,LP2,Something,Playlist track,
American Attraction,Anti-Flag,American Fall,Something,Playlist track,
Timebomb,Motionless In White,Timebomb,Something,Playlist track,
The Boys of Offaly,JigJam,The Boys of Offaly,Something,Playlist track,
Echolocation,LITE,Installation,Something,Playlist track,
EMPTY,Chase Atlantic,BEAUTY IN DEATH,Something,Playlist track,
Truest Blue,Ian Miles,Truest Blue,Something,Playlist track,
Jesus of Suburbia,Green Day,American Idiot,Something,Playlist track,
Homecoming,Green Day,American Idiot,Something,Playlist track,
